Municipality,ref: ISTAT,Waste type,Quantity,category
Lavarone,4022102,Organic Fraction (t),"184,355",1
Lavis,4022103,Organic Fraction (t),"1.106,261",1
Ledro,4022229,Organic Fraction (t),"457,750",1
Levico Terme,4022104,Organic Fraction (t),"1.062,846",1
Livo,4022106,Organic Fraction (t),"87,198",1
Lona-Lases,4022108,Organic Fraction (t),"109,372",1
Luserna,4022109,Organic Fraction (t),"38,608",1
Madruzzo,4022243,Organic Fraction (t),"359,823",1
Male,4022110,Organic Fraction (t),"251,751",1
Malosco,4022111,Organic Fraction (t),"66,603",1
Massimeno,4022112,Organic Fraction (t),"13,660",1
Mazzin,4022113,Organic Fraction (t),"98,059",1
Mezzana,4022114,Organic Fraction (t),"352,841",1
Mezzano,4022115,Organic Fraction (t),"198,685",1
Mezzocorona,4022116,Organic Fraction (t),"682,533",1
Mezzolombardo,4022117,Organic Fraction (t),"874,120",1
Moena,4022118,Organic Fraction (t),"655,702",1
Molveno,4022120,Organic Fraction (t),"307,226",1
Mori,4022123,Organic Fraction (t),"1.049,062",1
Nago-Torbole,4022124,Organic Fraction (t),"741,990",1
Nave San Rocco,4022126,Organic Fraction (t),"171,186",1
Nogaredo,4022127,Organic Fraction (t),"226,427",1
Nomi,4022128,Organic Fraction (t),"145,501",1
Novaledo,4022129,Organic Fraction (t),"78,920",1
Ospedaletto,4022130,Organic Fraction (t),"58,545",1
Ossana,4022131,Organic Fraction (t),"174,593",1
Palu del Fersina,4022133,Organic Fraction (t),"23,344",1
Panchia ,4022134,Organic Fraction (t),"158,204",1
Peio,4022136,Organic Fraction (t),"245,161",1
Pellizzano,4022137,Organic Fraction (t),"144,820",1
Pelugo,4022138,Organic Fraction (t),"42,653",1
Pergine Valsugana,4022139,Organic Fraction (t),"4.582,729",1
Pieve Di Bono-Prezzo,4022234,Organic Fraction (t),"145,845",1
Pieve Tesino,4022142,Organic Fraction (t),"60,266",1
Pinzolo,4022143,Organic Fraction (t),"797,723",1
Pomarolo,4022144,Organic Fraction (t),"215,167",1
Porte Di Rendena,4022244,Organic Fraction (t),"186,336",1
Pozza di Fassa,4022145,Organic Fraction (t),"473,050",1
Predaia,4022230,Organic Fraction (t),"767,166",1
Predazzo,4022147,Organic Fraction (t),"922,015",1
Primiero San Martino Di Castrozza,4022245,Organic Fraction (t),"939,444",1
Rabbi,4022150,Organic Fraction (t),"134,185",1
Revo,4022152,Organic Fraction (t),"130,644",1
Riva del Garda,4022153,Organic Fraction (t),"2.672,048",1
Romallo,4022154,Organic Fraction (t),"64,656",1
Romeno,4022155,Organic Fraction (t),"168,556",1
Roncegno Terme,4022156,Organic Fraction (t),"226,859",1
Ronchi Valsugana,4022157,Organic Fraction (t),"31,855",1
Ronzo-Chienis,4022135,Organic Fraction (t),"176,560",1
Ronzone,4022159,Organic Fraction (t),"83,202",1
Rovere della Luna,4022160,Organic Fraction (t),"199,451",1
Rovereto,4022161,Organic Fraction (t),"5.237,148",1
Ruffre-Mendola,4022162,Organic Fraction (t),"63,017",1
Rumo,4022163,Organic Fraction (t),"98,162",1
Sagron Mis,4022164,Organic Fraction (t),"25,807",1
Samone,4022165,Organic Fraction (t),"39,747",1
San Lorenzo Dorsino,4022231,Organic Fraction (t),"195,770",1
San Michele all\'Adige,4022167,Organic Fraction (t),"383,418",1
Sant\'Orsola Terme,4022168,Organic Fraction (t),"110,588",1
Sanzeno,4022169,Organic Fraction (t),"98,162",1
Sarnonico,4022170,Organic Fraction (t),"103,490",1
Scurelle,4022171,Organic Fraction (t),"104,533",1
Segonzano,4022172,Organic Fraction (t),"153,197",1
Sella Giudicarie,4022246,Organic Fraction (t),"335,324",1
Sfruz,4022173,Organic Fraction (t),"48,671",1
Soraga,4022176,Organic Fraction (t),"93,948",1
Sover,4022177,Organic Fraction (t),"109,372",1
Spiazzo,4022179,Organic Fraction (t),"178,670",1
Spormaggiore,4022180,Organic Fraction (t),"168,114",1
Sporminore,4022181,Organic Fraction (t),"73,878",1
Stenico,4022182,Organic Fraction (t),"150,070",1
Storo,4022183,Organic Fraction (t),"463,283",1
Strembo,4022184,Organic Fraction (t),"85,011",1
Telve,4022188,Organic Fraction (t),"148,728",1
Telve di Sopra,4022189,Organic Fraction (t),"42,187",1
Tenna,4022190,Organic Fraction (t),"135,582",1
Tenno,4022191,Organic Fraction (t),"199,702",1
Terragnolo,4022193,Organic Fraction (t),"44,875",1
Terzolas,4022195,Organic Fraction (t),"67,255",1
Tesero,4022196,Organic Fraction (t),"580,419",1
Tione di Trento,4022199,Organic Fraction (t),"362,941",1
Ton,4022200,Organic Fraction (t),"136,690",1
Torcegno,4022202,Organic Fraction (t),"52,302",1
Trambileno,4022203,Organic Fraction (t),"130,840",1
Tre Ville,4022247,Organic Fraction (t),"218,866",1
Trento,4022205,Organic Fraction (t),"16.600,420",1
Valdaone,4022232,Organic Fraction (t),"126,288",1
Valfloriana,4022209,Organic Fraction (t),"77,582",1
Vallarsa,4022210,Organic Fraction (t),"43,482",1
Vallelaghi,4022248,Organic Fraction (t),"640,259",1
Varena,4022211,Organic Fraction (t),"174,705",1
Vermiglio,4022213,Organic Fraction (t),"290,327",1
Vignola-Falesina,4022216,Organic Fraction (t),"28,993",1
Vigo di Fassa,4022217,Organic Fraction (t),"227,791",1
Villa d\'Anaunia,4022249,Organic Fraction (t),"507,513",1
Villa Lagarina,4022222,Organic Fraction (t),"383,386",1
Volano,4022224,Organic Fraction (t),"392,544",1
Zambana,4022225,Organic Fraction (t),"216,656",1
Ziano di Fiemme,4022226,Organic Fraction (t),"356,212",1
Ala,4022001,Organic Fraction (t),"930,919",1
Albiano,4022002,Organic Fraction (t),"178,400",1
Aldeno,4022003,Organic Fraction (t),"367,935",1
Altavalle,4022235,Organic Fraction (t),"214,105",1
Altopiano Della Vigolana,4022236,Organic Fraction (t),"479,077",1
Amblar-Don,4022237,Organic Fraction (t),"64,976",1
Andalo,4022005,Organic Fraction (t),"477,711",1
Arco,4022006,Organic Fraction (t),"2.381,855",1
Avio,4022007,Organic Fraction (t),"446,727",1
Baselga di Pine,4022009,Organic Fraction (t),"624,203",1
Bedollo,4022011,Organic Fraction (t),"180,311",1
Besenello,4022013,Organic Fraction (t),"268,458",1
Bieno,4022015,Organic Fraction (t),"40,234",1
Bleggio Superiore,4022017,Organic Fraction (t),"157,245",1
Bocenago,4022018,Organic Fraction (t),"45,003",1
Bondone,4022021,Organic Fraction (t),"63,886",1
Borgo Chiese,4022238,Organic Fraction (t),"178,599",1
Borgo Lares,4022239,Organic Fraction (t),"66,181",1
Borgo Valsugana,4022022,Organic Fraction (t),"678,358",1
Brentonico,4022025,Organic Fraction (t),"452,157",1
Bresimo,4022026,Organic Fraction (t),"26,419",1
Brez,4022027,Organic Fraction (t),"83,031",1
Caderzone Terme,4022029,Organic Fraction (t),"94,682",1
Cagno,4022030,Organic Fraction (t),"35,599",1
Calceranica al Lago,4022032,Organic Fraction (t),"244,493",1
Caldes,4022033,Organic Fraction (t),"62,063",1
Caldonazzo,4022034,Organic Fraction (t),"464,708",1
Calliano,4022035,Organic Fraction (t),"215,276",1
Campitello di Fassa,4022036,Organic Fraction (t),"227,783",1
Campodenno,4022037,Organic Fraction (t),"155,759",1
Canal San Bovo,4022038,Organic Fraction (t),"171,650",1
Canazei,4022039,Organic Fraction (t),"676,596",1
Capriana,4022040,Organic Fraction (t),"92,248",1
Carano,4022041,Organic Fraction (t),"289,708",1
Carisolo,4022042,Organic Fraction (t),"184,159",1
Carzano,4022043,Organic Fraction (t),"33,844",1
Castel Condino,4022045,Organic Fraction (t),"21,531",1
Castel Ivano,4022240,Organic Fraction (t),"113,379",1
Castelfondo,4022046,Organic Fraction (t),"70,076",1
Castello Tesino,4022048,Organic Fraction (t),"100,051",1
Castello-Molina di Fiemme,4022047,Organic Fraction (t),"387,688",1
Castelnuovo,4022049,Organic Fraction (t),"71,546",1
Cavalese,4022050,Organic Fraction (t),"824,638",1
Cavareno,4022051,Organic Fraction (t),"142,396",1
Cavedago,4022052,Organic Fraction (t),"80,002",1
Cavedine,4022053,Organic Fraction (t),"363,336",1
Cavizzana,4022054,Organic Fraction (t),"14,765",1
Cembra Lisignago,4022241,Organic Fraction (t),"295,922",1
Cimone,4022058,Organic Fraction (t),"86,900",1
Cinte Tesino,4022059,Organic Fraction (t),"27,377",1
Cis,4022060,Organic Fraction (t),"31,825",1
Civezzano,4022061,Organic Fraction (t),"408,725",1
Cles,4022062,Organic Fraction (t),"716,879",1
Cloz,4022063,Organic Fraction (t),"73,646",1
Comano Terme,4022228,Organic Fraction (t),"337,256",1
Commezzadura,4022064,Organic Fraction (t),"120,912",1
Conta\',4022242,Organic Fraction (t),"153,923",1
Croviana,4022068,Organic Fraction (t),"60,228",1
Daiano,4022070,Organic Fraction (t),"117,766",1
Dambel,4022071,Organic Fraction (t),"45,187",1
Denno,4022074,Organic Fraction (t),"132,502",1
Dimaro Folgarida,4022233,Organic Fraction (t),"572,033",1
Drena,4022078,Organic Fraction (t),"54,699",1
Dro,4022079,Organic Fraction (t),"515,601",1
Faedo,4022080,Organic Fraction (t),"81,817",1
Fai della Paganella,4022081,Organic Fraction (t),"184,573",1
Fiave,4022083,Organic Fraction (t),"104,477",1
Fierozzo,4022085,Organic Fraction (t),"47,850",1
Folgaria,4022087,Organic Fraction (t),"571,734",1
Fondo,4022088,Organic Fraction (t),"175,650",1
Fornace,4022089,Organic Fraction (t),"126,399",1
Frassilongo,4022090,Organic Fraction (t),"45,058",1
Garniga Terme,4022091,Organic Fraction (t),"52,286",1
Giovo,4022092,Organic Fraction (t),"310,446",1
Giustino,4022093,Organic Fraction (t),"103,418",1
Grigno,4022095,Organic Fraction (t),"41,731",1
Imer,4022097,Organic Fraction (t),"96,906",1
Isera,4022098,Organic Fraction (t),"320,682",1
Lavarone,4022102,Organic Fraction (t),"192,975",1
Lavis,4022103,Organic Fraction (t),"1.089,528",1
Ledro,4022229,Organic Fraction (t),"436,050",1
Levico Terme,4022104,Organic Fraction (t),"1.014,961",1
Livo,4022106,Organic Fraction (t),"86,804",1
Lona-Lases,4022108,Organic Fraction (t),"107,718",1
Luserna,4022109,Organic Fraction (t),"37,303",1
Madruzzo,4022243,Organic Fraction (t),"354,380",1
Male,4022110,Organic Fraction (t),"321,328",1
Malosco,4022111,Organic Fraction (t),"66,302",1
Massimeno,4022112,Organic Fraction (t),"12,266",1
Mazzin,4022113,Organic Fraction (t),"106,066",1
Mezzana,4022114,Organic Fraction (t),"420,104",1
Mezzano,4022115,Organic Fraction (t),"130,617",1
Mezzocorona,4022116,Organic Fraction (t),"672,208",1
Mezzolombardo,4022117,Organic Fraction (t),"860,896",1
Moena,4022118,Organic Fraction (t),"634,403",1
Molveno,4022120,Organic Fraction (t),"302,579",1
Mori,4022123,Organic Fraction (t),"1.018,656",1
Nago-Torbole,4022124,Organic Fraction (t),"730,050",1
Nave San Rocco,4022126,Organic Fraction (t),"168,597",1
Nogaredo,4022127,Organic Fraction (t),"206,320",1
Nomi,4022128,Organic Fraction (t),"148,636",1
Novaledo,4022129,Organic Fraction (t),"38,632",1
Ospedaletto,4022130,Organic Fraction (t),"13,795",1
Ossana,4022131,Organic Fraction (t),"116,310",1
Palu del Fersina,4022133,Organic Fraction (t),"18,243",1
Panchia ,4022134,Organic Fraction (t),"149,153",1
Peio,4022136,Organic Fraction (t),"244,288",1
Pellizzano,4022137,Organic Fraction (t),"85,241",1
Pelugo,4022138,Organic Fraction (t),"38,296",1
Pergine Valsugana,4022139,Organic Fraction (t),"4.673,207",1
Pieve Di Bono-Prezzo,4022234,Organic Fraction (t),"130,949",1
Pieve Tesino,4022142,Organic Fraction (t),"51,109",1
Pinzolo,4022143,Organic Fraction (t),"716,250",1
Pomarolo,4022144,Organic Fraction (t),"196,990",1
Porte Di Rendena,4022244,Organic Fraction (t),"167,305",1
Pozza di Fassa,4022145,Organic Fraction (t),"462,113",1
Predaia,4022230,Organic Fraction (t),"763,702",1
Predazzo,4022147,Organic Fraction (t),"869,262",1
Primiero San Martino Di Castrozza,4022245,Organic Fraction (t),"981,993",1
Rabbi,4022150,Organic Fraction (t),"154,354",1
Revo,4022152,Organic Fraction (t),"130,055",1
Riva del Garda,4022153,Organic Fraction (t),"2.964,718",1
Romallo,4022154,Organic Fraction (t),"64,364",1
Romeno,4022155,Organic Fraction (t),"167,796",1
Roncegno Terme,4022156,Organic Fraction (t),"171,100",1
Ronchi Valsugana,4022157,Organic Fraction (t),"20,382",1
Ronzo-Chienis,4022135,Organic Fraction (t),"150,012",1
Ronzone,4022159,Organic Fraction (t),"82,826",1
Rovere della Luna,4022160,Organic Fraction (t),"196,434",1
Rovereto,4022161,Organic Fraction (t),"5.171,848",1
Ruffre-Mendola,4022162,Organic Fraction (t),"62,732",1
Rumo,4022163,Organic Fraction (t),"97,719",1
Sagron Mis,4022164,Organic Fraction (t),"20,514",1
Samone,4022165,Organic Fraction (t),"28,727",1
San Lorenzo Dorsino,4022231,Organic Fraction (t),"175,775",1
San Michele all\'Adige,4022167,Organic Fraction (t),"377,618",1
Sant\'Orsola Terme,4022168,Organic Fraction (t),"104,583",1
Sanzeno,4022169,Organic Fraction (t),"97,719",1
Sarnonico,4022170,Organic Fraction (t),"103,023",1
Scurelle,4022171,Organic Fraction (t),"117,477",1
Segonzano,4022172,Organic Fraction (t),"192,319",1
Sella Giudicarie,4022246,Organic Fraction (t),"301,078",1
Sfruz,4022173,Organic Fraction (t),"48,451",1
Soraga,4022176,Organic Fraction (t),"105,318",1
Sover,4022177,Organic Fraction (t),"107,718",1
Spiazzo,4022179,Organic Fraction (t),"160,422",1
Spormaggiore,4022180,Organic Fraction (t),"165,571",1
Sporminore,4022181,Organic Fraction (t),"73,545",1
Stenico,4022182,Organic Fraction (t),"134,744",1
Storo,4022183,Organic Fraction (t),"415,966",1
Strembo,4022184,Organic Fraction (t),"76,328",1
Telve,4022188,Organic Fraction (t),"127,385",1
Telve di Sopra,4022189,Organic Fraction (t),"27,576",1
Tenna,4022190,Organic Fraction (t),"117,534",1
Tenno,4022191,Organic Fraction (t),"213,827",1
Terragnolo,4022193,Organic Fraction (t),"45,360",1
Terzolas,4022195,Organic Fraction (t),"89,066",1
Tesero,4022196,Organic Fraction (t),"547,211",1
Tione di Trento,4022199,Organic Fraction (t),"325,873",1
Ton,4022200,Organic Fraction (t),"136,072",1
Torcegno,4022202,Organic Fraction (t),"38,996",1
Trambileno,4022203,Organic Fraction (t),"103,093",1
Tre Ville,4022247,Organic Fraction (t),"196,512",1
Trento,4022205,Organic Fraction (t),"16.616,358",1
Valdaone,4022232,Organic Fraction (t),"113,389",1
Valfloriana,4022209,Organic Fraction (t),"73,143",1
Vallarsa,4022210,Organic Fraction (t),"47,502",1
Vallelaghi,4022248,Organic Fraction (t),"630,573",1
Varena,4022211,Organic Fraction (t),"164,710",1
Vermiglio,4022213,Organic Fraction (t),"334,328",1
Vignola-Falesina,4022216,Organic Fraction (t),"31,148",1
Vigo di Fassa,4022217,Organic Fraction (t),"227,833",1
Villa d\'Anaunia,4022249,Organic Fraction (t),"505,222",1
Villa Lagarina,4022222,Organic Fraction (t),"411,217",1
Volano,4022224,Organic Fraction (t),"407,385",1
Zambana,4022225,Organic Fraction (t),"213,378",1
Ziano di Fiemme,4022226,Organic Fraction (t),"335,833",1
Ala,4022001,Organic Fraction (t),"1.033,180",1
Albiano,4022002,Organic Fraction (t),"181,794",1
Aldeno,4022003,Organic Fraction (t),"388,595",1
Altavalle,4022235,Organic Fraction (t),"215,137",1
Altopiano Della Vigolana,4022236,Organic Fraction (t),"774,914",1
Amblar-Don,4022237,Organic Fraction (t),"67,073",1
Andalo,4022005,Organic Fraction (t),"512,528",1
Arco,4022006,Organic Fraction (t),"2.460,396",1
Avio,4022007,Organic Fraction (t),"457,753",1
Baselga di Pine,4022009,Organic Fraction (t),"1.155,396",1
Bedollo,4022011,Organic Fraction (t),"340,964",1
Besenello,4022013,Organic Fraction (t),"267,285",1
Bieno,4022015,Organic Fraction (t),"42,639",1
Bleggio Superiore,4022017,Organic Fraction (t),"157,873",1
Bocenago,4022018,Organic Fraction (t),"49,846",1
Bondone,4022021,Organic Fraction (t),"64,906",1
Borgo Chiese,4022238,Organic Fraction (t),"184,499",1
Borgo Lares,4022239,Organic Fraction (t),"65,893",1
Borgo Valsugana,4022022,Organic Fraction (t),"767,084",1
Brentonico,4022025,Organic Fraction (t),"458,756",1
Bresimo,4022026,Organic Fraction (t),"26,870",1
Brez,4022027,Organic Fraction (t),"82,442",1
Caderzone Terme,4022029,Organic Fraction (t),"92,697",1
Cagno,4022030,Organic Fraction (t),"34,503",1
Calceranica al Lago,4022032,Organic Fraction (t),"364,546",1
Caldes,4022033,Organic Fraction (t),"87,545",1
Caldonazzo,4022034,Organic Fraction (t),"778,446",1
Calliano,4022035,Organic Fraction (t),"228,411",1
Campitello di Fassa,4022036,Organic Fraction (t),"256,810",1
Campodenno,4022037,Organic Fraction (t),"151,958",1
Canal San Bovo,4022038,Organic Fraction (t),"181,139",1
Canazei,4022039,Organic Fraction (t),"764,450",1
Capriana,4022040,Organic Fraction (t),"106,953",1
Carano,4022041,Organic Fraction (t),"335,128",1
Carisolo,4022042,Organic Fraction (t),"189,340",1
Carzano,4022043,Organic Fraction (t),"36,524",1
Castel Condino,4022045,Organic Fraction (t),"21,785",1
Castel Ivano,4022240,Organic Fraction (t),"133,087",1
Castelfondo,4022046,Organic Fraction (t),"69,007",1
Castello Tesino,4022048,Organic Fraction (t),"106,262",1
Castello-Molina di Fiemme,4022047,Organic Fraction (t),"465,491",1
Castelnuovo,4022049,Organic Fraction (t),"81,072",1
Cavalese,4022050,Organic Fraction (t),"982,935",1
Cavareno,4022051,Organic Fraction (t),"143,102",1
Cavedago,4022052,Organic Fraction (t),"83,971",1
Cavedine,4022053,Organic Fraction (t),"371,310",1
Cavizzana,4022054,Organic Fraction (t),"12,788",1
Cembra Lisignago,4022241,Organic Fraction (t),"296,166",1
Cimone,4022058,Organic Fraction (t),"86,300",1
Cinte Tesino,4022059,Organic Fraction (t),"28,927",1
Cis,4022060,Organic Fraction (t),"32,366",1
Civezzano,4022061,Organic Fraction (t),"816,199",1
Cles,4022062,Organic Fraction (t),"721,621",1
Cloz,4022063,Organic Fraction (t),"69,821",1
Comano Terme,4022228,Organic Fraction (t),"343,538",1
Commezzadura,4022064,Organic Fraction (t),"257,537",1
Conta\',4022242,Organic Fraction (t),"152,263",1
Croviana,4022068,Organic Fraction (t),"70,858",1
Daiano,4022070,Organic Fraction (t),"142,229",1
Dambel,4022071,Organic Fraction (t),"44,783",1
Denno,4022074,Organic Fraction (t),"125,801",1
Dimaro Folgarida,4022233,Organic Fraction (t),"628,487",1
Drena,4022078,Organic Fraction (t),"75,265",1
Dro,4022079,Organic Fraction (t),"649,841",1
Faedo,4022080,Organic Fraction (t),"85,687",1
Fai della Paganella,4022081,Organic Fraction (t),"202,020",1
Fiave,4022083,Organic Fraction (t),"105,428",1
Fierozzo,4022085,Organic Fraction (t),"102,392",1
Folgaria,4022087,Organic Fraction (t),"580,276",1
Fondo,4022088,Organic Fraction (t),"182,288",1
Fornace,4022089,Organic Fraction (t),"234,068",1
Frassilongo,4022090,Organic Fraction (t),"89,466",1
Garniga Terme,4022091,Organic Fraction (t),"55,408",1
Giovo,4022092,Organic Fraction (t),"315,166",1
Giustino,4022093,Organic Fraction (t),"107,400",1
Grigno,4022095,Organic Fraction (t),"45,677",1
Imer,4022097,Organic Fraction (t),"139,175",1
Isera,4022098,Organic Fraction (t),"559,840",1
Lavarone,4022102,Organic Fraction (t),"209,751",1
Lavis,4022103,Organic Fraction (t),"1.119,202",1
Ledro,4022229,Organic Fraction (t),"943,894",1
Levico Terme,4022104,Organic Fraction (t),"1.871,625",1
Livo,4022106,Organic Fraction (t),"82,747",1
Lona-Lases,4022108,Organic Fraction (t),"106,527",1
Luserna,4022109,Organic Fraction (t),"43,236",1
Madruzzo,4022243,Organic Fraction (t),"363,955",1
Male,4022110,Organic Fraction (t),"305,795",1
Malosco,4022111,Organic Fraction (t),"66,971",1
Massimeno,4022112,Organic Fraction (t),"13,806",1
Mazzin,4022113,Organic Fraction (t),"114,892",1
Mezzana,4022114,Organic Fraction (t),"367,528",1
Mezzano,4022115,Organic Fraction (t),"194,092",1
Mezzocorona,4022116,Organic Fraction (t),"682,309",1
Mezzolombardo,4022117,Organic Fraction (t),"881,877",1
Moena,4022118,Organic Fraction (t),"714,128",1
Molveno,4022120,Organic Fraction (t),"319,825",1
Mori,4022123,Organic Fraction (t),"1.057,564",1
Nago-Torbole,4022124,Organic Fraction (t),"616,021",1
Nave San Rocco,4022126,Organic Fraction (t),"168,555",1
Nogaredo,4022127,Organic Fraction (t),"208,258",1
Nomi,4022128,Organic Fraction (t),"144,648",1
Novaledo,4022129,Organic Fraction (t),"67,131",1
Ospedaletto,4022130,Organic Fraction (t),"14,911",1
Ossana,4022131,Organic Fraction (t),"222,241",1
Palu del Fersina,4022133,Organic Fraction (t),"40,374",1
Panchia ,4022134,Organic Fraction (t),"177,986",1
Peio,4022136,Organic Fraction (t),"204,342",1
