id;name;latitude;longitude;bounds;geometry;type;details
PA_id_29232347;;;;{'minlat': 46.3533587, 'minlon': 11.4665853, 'maxlat': 46.3647256, 'maxlon': 11.4814979};POLYGON ((11.4814979 46.3576574, 11.4813734 46.3576106, 11.4806152 46.357509, 11.480072 46.3572591, 11.4799362 46.3570013, 11.4798683 46.3565014, 11.4797098 46.3562671, 11.4795627 46.3560875, 11.4794608 46.3560172, 11.4792345 46.3560406, 11.4791326 46.356189, 11.4790647 46.3563452, 11.478895 46.3563921, 11.4782725 46.356478, 11.4781141 46.3564389, 11.4778764 46.3564077, 11.477718 46.3564858, 11.4775256 46.3566655, 11.4772992 46.3568061, 11.4770729 46.3568842, 11.4768918 46.356931, 11.4765862 46.3568998, 11.4762467 46.3568842, 11.4759298 46.3567982, 11.4756938 46.3568089, 11.4756173 46.3569318, 11.4757601 46.3570169, 11.4759412 46.3571029, 11.476292 46.3572356, 11.4764052 46.3573137, 11.4763259 46.3576809, 11.4763712 46.3578605, 11.4765183 46.3580792, 11.4765523 46.3581885, 11.4765662 46.3582454, 11.4766406 46.3585871, 11.47683 46.3591665, 11.4767334 46.3595398, 11.4764165 46.3600474, 11.4761297 46.3604833, 11.4759842 46.360577, 11.4755827 46.3606991, 11.4753128 46.3607608, 11.4751317 46.3607608, 11.4734367 46.3603157, 11.4729393 46.3600817, 11.4722425 46.3597089, 11.471799 46.3593445, 11.4716369 46.3592916, 11.4714951 46.359344, 11.4712622 46.3596574, 11.4711313 46.3598053, 11.4710974 46.3603833, 11.4710181 46.3605942, 11.4704862 46.3611721, 11.4702373 46.3614064, 11.4699091 46.3615782, 11.4694047 46.3617524, 11.4690489 46.3619687, 11.4688762 46.3622055, 11.4687403 46.3626634, 11.4684902 46.3633125, 11.4683133 46.3636479, 11.4679851 46.3639446, 11.4677135 46.3641321, 11.467589 46.3643429, 11.4674193 46.364585, 11.4672948 46.3646788, 11.467159 46.3647256, 11.4670232 46.3646866, 11.4669892 46.364585, 11.4670005 46.3642024, 11.4670571 46.3639759, 11.4672382 46.3635698, 11.4672869 46.3625941, 11.4673462 46.3619343, 11.4675057 46.3612749, 11.4674842 46.3608528, 11.4676682 46.3597897, 11.4676343 46.3594773, 11.4675098 46.3591805, 11.4673627 46.3590321, 11.4669106 46.3587464, 11.4666539 46.3584866, 11.4665853 46.3582683, 11.4666635 46.3579429, 11.4667562 46.3577665, 11.4668747 46.3576715, 11.4669962 46.3575983, 11.4672688 46.3574746, 11.46741 46.3573911, 11.4675238 46.357291, 11.4675957 46.3571875, 11.4680301 46.3561759, 11.4681786 46.3557986, 11.4683062 46.3555423, 11.4684056 46.3554362, 11.4685557 46.3553367, 11.4686796 46.3552687, 11.4693545 46.3549627, 11.4694442 46.3549047, 11.4695016 46.3548455, 11.4695809 46.3547127, 11.4696298 46.3545304, 11.4696727 46.3544359, 11.4698298 46.3543456, 11.4700901 46.3542441, 11.4702938 46.3541816, 11.4706301 46.3539714, 11.4708993 46.3537626, 11.4710788 46.3536564, 11.4711645 46.3535942, 11.4711992 46.3535176, 11.4711739 46.3534237, 11.4710802 46.3533769, 11.4709668 46.3533587, 11.4708622 46.3533722, 11.4707122 46.353414, 11.4699964 46.3535125, 11.4697689 46.3535628, 11.4693949 46.3536569, 11.4690668 46.3536833, 11.4684105 46.3536454, 11.4679851 46.3535489, 11.4677834 46.3534893, 11.4676364 46.3534805, 11.4814979 46.3576574));skiing:nordic;{'highway': 'track', 'piste:oneway': 'yes'}
PA_id_29348541;Salita Valena Zorzi;;;{'minlat': 46.2801306, 'minlon': 11.5210151, 'maxlat': 46.28069, 'maxlon': 11.5214148};POLYGON ((11.5211258 46.28069, 11.5210545 46.2805944, 11.5210317 46.28054, 11.5210151 46.2804479, 11.5210705 46.2803514, 11.5211943 46.2802634, 11.5214148 46.2801306, 11.5211258 46.28069));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29348542;Pista Stadio del Fondo;;;{'minlat': 46.2796769, 'minlon': 11.525715, 'maxlat': 46.279856, 'maxlon': 11.5260818};POLYGON ((11.5260818 46.279856, 11.526024 46.2797733, 11.5259495 46.2797289, 11.525715 46.2796769, 11.5260818 46.279856));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29348543;Pista Stadio del Fondo;;;{'minlat': 46.2787177, 'minlon': 11.5099901, 'maxlat': 46.2812011, 'maxlon': 11.516808};POLYGON ((11.5146328 46.2804786, 11.5148012 46.2803426, 11.5151999 46.2801652, 11.5157739 46.2800228, 11.5163348 46.2799899, 11.5165867 46.2799789, 11.5166297 46.2799459, 11.5167203 46.2798891, 11.516808 46.2797292, 11.5167422 46.2793918, 11.5167466 46.2791048, 11.5166546 46.2789405, 11.5164509 46.2788244, 11.516026 46.2787177, 11.515566 46.2787302, 11.5151623 46.2788052, 11.5147311 46.2788923, 11.514041 46.2789953, 11.5134188 46.2793305, 11.5128952 46.2794071, 11.5124548 46.2794071, 11.5120101 46.2793173, 11.5116596 46.2791815, 11.5115785 46.2791946, 11.5113901 46.279291, 11.5111863 46.2794597, 11.5108971 46.2795057, 11.5106934 46.2795013, 11.5104064 46.2794181, 11.5100887 46.2793151, 11.510034 46.2793436, 11.5099901 46.2794225, 11.5100931 46.2796021, 11.5104086 46.2798847, 11.5107285 46.2800929, 11.5112192 46.2802221, 11.5118151 46.2804522, 11.5117426 46.2806143, 11.5124986 46.2807764, 11.5130003 46.2810086, 11.513111 46.2812011, 11.5146328 46.2804786));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29351911;Pista Stadio del Fondo;;;{'minlat': 46.2800582, 'minlon': 11.5130465, 'maxlat': 46.2812011, 'maxlon': 11.5135935};POLYGON ((11.5135935 46.2800729, 11.51344 46.2800582, 11.5133255 46.2800887, 11.5132122 46.2801594, 11.5131049 46.280319, 11.5130526 46.2804749, 11.5130465 46.2806382, 11.5130586 46.2809123, 11.513111 46.2812011, 11.5135935 46.2800729));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29351915;Salita Gatto;;;{'minlat': 46.2804786, 'minlon': 11.5145706, 'maxlat': 46.2812327, 'maxlon': 11.5151749};POLYGON ((11.5151749 46.2812327, 11.5150547 46.2812069, 11.5149532 46.2811682, 11.5148789 46.2811183, 11.5147221 46.2809751, 11.5146354 46.2808497, 11.5145881 46.2807505, 11.5145706 46.2806808, 11.5145853 46.2806187, 11.5146328 46.2804786, 11.5151749 46.2812327));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29351930;Pista Stadio del Fondo;;;{'minlat': 46.2807069, 'minlon': 11.5167759, 'maxlat': 46.2812632, 'maxlon': 11.5205175};POLYGON ((11.5167759 46.2807539, 11.5168633 46.280752, 11.516933 46.2807624, 11.5170866 46.2808319, 11.5178432 46.281212, 11.5179479 46.2812475, 11.5180526 46.2812616, 11.5182343 46.2812632, 11.5185754 46.2811937, 11.5187362 46.281134, 11.5195745 46.2808063, 11.5198136 46.280754, 11.5200563 46.2807069, 11.5202693 46.2807099, 11.5204344 46.2807232, 11.5205175 46.280743, 11.5167759 46.2807539));skiing:nordic;{'highway': 'path', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29351942;Pista Marcialonga;;;{'minlat': 46.280743, 'minlon': 11.5174345, 'maxlat': 46.2818933, 'maxlon': 11.5205175};POLYGON ((11.5174345 46.2818933, 11.5175439 46.2817656, 11.5177129 46.2816416, 11.5179378 46.2815765, 11.5182371 46.2814943, 11.5186007 46.2813691, 11.5187286 46.2812911, 11.5190046 46.2810896, 11.519133 46.2810333, 11.5193518 46.2809497, 11.5196063 46.2808554, 11.520028 46.2807856, 11.5202358 46.2807655, 11.5205175 46.280743, 11.5174345 46.2818933));skiing:nordic;{'highway': 'path', 'oneway': 'no', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29351944;Pista Marcialonga;;;{'minlat': 46.2818933, 'minlon': 11.5173824, 'maxlat': 46.2819605, 'maxlon': 11.5174345};LINESTRING (11.5173824 46.2819605, 11.5174345 46.2818933);skiing:nordic;{'highway': 'path', 'layer': '-1', 'motorcar': 'no', 'oneway': 'no', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating', 'ski': 'designated', 'tunnel': 'yes'}
PA_id_29355122;Pista Stadio del Fondo;;;{'minlat': 46.2801262, 'minlon': 11.5214148, 'maxlat': 46.2810151, 'maxlon': 11.5230331};POLYGON ((11.5214148 46.2801306, 11.5215746 46.2801262, 11.5217183 46.2801793, 11.5218177 46.2802507, 11.5219756 46.2804076, 11.5220801 46.2805905, 11.5222265 46.2808675, 11.5224133 46.2809864, 11.522557 46.2810151, 11.5227321 46.2809916, 11.5228836 46.2808793, 11.5229855 46.2807525, 11.5230313 46.2806153, 11.5230331 46.2805008, 11.5214148 46.2801306));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29355123;Batistona;;;{'minlat': 46.2811955, 'minlon': 11.5226127, 'maxlat': 46.2817608, 'maxlon': 11.5246141};POLYGON ((11.5226405 46.2814558, 11.5226174 46.2813951, 11.5226127 46.281343, 11.5226362 46.2812588, 11.5227214 46.2812088, 11.5228668 46.2811955, 11.5229781 46.2812105, 11.5231426 46.2812703, 11.5233243 46.281384, 11.5235667 46.2815574, 11.5237312 46.2816532, 11.5239995 46.2817309, 11.5241726 46.2817608, 11.524389 46.2817489, 11.5246141 46.281707, 11.5226405 46.2814558));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29355124;Discesa Paracara;;;{'minlat': 46.278227, 'minlon': 11.5256419, 'maxlat': 46.2796769, 'maxlon': 11.5261378};POLYGON ((11.5257162 46.278227, 11.5256651 46.2782672, 11.5256419 46.2783148, 11.5256565 46.2784, 11.5257077 46.2784963, 11.5260562 46.2789593, 11.5261341 46.2791116, 11.5261378 46.2792468, 11.5261098 46.279337, 11.5260379 46.2794478, 11.5258844 46.2795709, 11.525715 46.2796769, 11.5257162 46.278227));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29355125;Pista Stadio del Fondo;;;{'minlat': 46.2789252, 'minlon': 11.5151749, 'maxlat': 46.2812327, 'maxlon': 11.5252715};POLYGON ((11.5252715 46.2797488, 11.5248951 46.2797098, 11.5239655 46.2796026, 11.5235878 46.2795307, 11.52326 46.2794356, 11.5229676 46.2793211, 11.5228129 46.2792127, 11.5226508 46.2790056, 11.5225745 46.2789497, 11.5224272 46.2789252, 11.5222314 46.2789288, 11.5220567 46.2789593, 11.5218803 46.2790031, 11.5216277 46.2790774, 11.5213752 46.2791713, 11.5211616 46.2792961, 11.5209975 46.279421, 11.5207356 46.2795587, 11.5205967 46.2796123, 11.5200789 46.2796952, 11.5198096 46.2796988, 11.5194733 46.279683, 11.5191809 46.2796147, 11.5190918 46.2794989, 11.518954 46.2795148, 11.5188454 46.2795449, 11.5187886 46.2795839, 11.5187387 46.2796525, 11.5184792 46.2798828, 11.5183598 46.2799754, 11.5182148 46.2800375, 11.5180576 46.2800826, 11.5179079 46.2801231, 11.5178322 46.2801435, 11.5177189 46.2801825, 11.5176531 46.2801825, 11.5175727 46.2801545, 11.5174923 46.2801289, 11.51729 46.2801289, 11.5171195 46.2801752, 11.5168673 46.2802714, 11.5163677 46.2805894, 11.5159547 46.2809269, 11.5157013 46.2811048, 11.5155271 46.2811657, 11.5153138 46.2812157, 11.5151749 46.2812327, 11.5252715 46.2797488));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29356805;(50) Pradalago Facile;;;{'minlat': 46.2495758, 'minlon': 10.8131634, 'maxlat': 46.2507139, 'maxlon': 10.8159913};POLYGON ((10.8132099 46.2505319, 10.8131634 46.250599, 10.813213 46.2506704, 10.813313 46.2507139, 10.8135027 46.2506556, 10.8137296 46.2505146, 10.8139176 46.2504088, 10.8146094 46.2500442, 10.8150879 46.2497876, 10.8154768 46.2496781, 10.8159913 46.2495758, 10.8132099 46.2505319));skiing:downhill;{'piste:difficulty': 'easy', 'ref': '50'}
PA_id_29496004;Val Todesca;;;{'minlat': 46.3422861, 'minlon': 11.5400789, 'maxlat': 46.3494405, 'maxlon': 11.5457135};POLYGON ((11.5457135 46.3486583, 11.5446944 46.3485416, 11.5441425 46.3485845, 11.5438075 46.3486775, 11.5435284 46.3488474, 11.5430714 46.3492688, 11.5428801 46.3494032, 11.5425459 46.3494405, 11.5421737 46.3493468, 11.5418287 46.3491917, 11.5415968 46.3489231, 11.5415446 46.3487519, 11.5411686 46.3475178, 11.5406702 46.3461794, 11.5406395 46.3458973, 11.5406773 46.3452953, 11.5406425 46.3448615, 11.5405882 46.3444203, 11.5403853 46.3434047, 11.5402668 46.3431364, 11.5401079 46.3428159, 11.5400789 46.3427133, 11.5400826 46.3426345, 11.540135 46.3425744, 11.5402512 46.3425156, 11.5404185 46.342504, 11.540549 46.3425023, 11.5406832 46.3425304, 11.5408537 46.3426184, 11.540969 46.342678, 11.5410295 46.3427006, 11.5410813 46.3427093, 11.5411494 46.3426945, 11.5411872 46.3426653, 11.5412 46.3426401, 11.5411923 46.3425859, 11.5411458 46.3425071, 11.5410481 46.3423681, 11.540998 46.3423254, 11.5409516 46.3422941, 11.5408721 46.3422861, 11.5408024 46.3423134, 11.5408574 46.3423766, 11.5457135 46.3486583));skiing:downhill;{'piste:difficulty': 'intermediate', 'piste:oneway': 'yes', 'ref': '25', 'source': 'survey', 'source_ref': 'GPS with SiRF Star III'}
PA_id_29503599;Salvan;;;{'minlat': 46.4300189, 'minlon': 11.7160364, 'maxlat': 46.4322279, 'maxlon': 11.7242662};POLYGON ((11.7241217 46.432226, 11.7242312 46.4322279, 11.7242558 46.4321933, 11.7242662 46.4321207, 11.7241872 46.432045, 11.7240535 46.4320236, 11.7236014 46.4319866, 11.7228805 46.4319419, 11.7226652 46.4319514, 11.7223712 46.4320473, 11.7222041 46.4321129, 11.7220684 46.4321448, 11.7219657 46.4321441, 11.7218528 46.4321178, 11.7217815 46.4320382, 11.7217505 46.4318517, 11.7217862 46.431661, 11.721861 46.4312616, 11.7219341 46.4310284, 11.7221399 46.430739, 11.7222749 46.4305977, 11.7225071 46.4304794, 11.7227838 46.4304107, 11.7228583 46.4303801, 11.7229676 46.4302751, 11.7229863 46.4302083, 11.722853 46.4301109, 11.7226166 46.4300721, 11.722368 46.4300547, 11.7220802 46.4300345, 11.7218579 46.4300189, 11.7212628 46.4300379, 11.7207651 46.4301126, 11.7202002 46.4302009, 11.7194912 46.4303069, 11.7189746 46.4304336, 11.718574 46.4305897, 11.7179567 46.4308725, 11.7174876 46.4310222, 11.7171026 46.431096, 11.7165801 46.4311306, 11.7162297 46.4311808, 11.7160837 46.4312492, 11.7160431 46.4313155, 11.7160364 46.4314392, 11.7160963 46.4315538, 11.716267 46.4316297, 11.716469 46.4316879, 11.7167542 46.4317313, 11.7169239 46.4317482, 11.7172455 46.4317437, 11.7241217 46.432226));skiing:downhill;{'piste:difficulty': 'easy', 'piste:ref': '3a'}
PA_id_29503600;Buffaure di Sotto;;;{'minlat': 46.4302646, 'minlon': 11.716895, 'maxlat': 46.4320236, 'maxlon': 11.7240535};POLYGON ((11.7240535 46.4320236, 11.7238928 46.4319134, 11.7237763 46.4317521, 11.7236933 46.4313216, 11.7235547 46.4309, 11.7233489 46.4305815, 11.7231269 46.4303525, 11.7229676 46.4302751, 11.7226498 46.4302646, 11.7223119 46.4302815, 11.7217849 46.4303293, 11.7211732 46.4303847, 11.7200718 46.4306132, 11.719318 46.4308642, 11.7187975 46.431098, 11.7184296 46.4312895, 11.7179994 46.4314313, 11.7174286 46.4315108, 11.7170574 46.4315664, 11.7169504 46.4316019, 11.716895 46.4316646, 11.7169239 46.4317482, 11.7240535 46.4320236));skiing:downhill;{'piste:difficulty': 'intermediate', 'piste:ref': '3b'}
PA_id_29503601;Buffaure Panorama;;;{'minlat': 46.4167916, 'minlon': 11.7074024, 'maxlat': 46.4307165, 'maxlon': 11.7266357};POLYGON ((11.7226224 46.4307002, 11.7228303 46.4307165, 11.7229118 46.4304753, 11.7229676 46.4302751, 11.7229863 46.4302083, 11.7230954 46.4293284, 11.7231072 46.4291541, 11.7231579 46.428754, 11.7231359 46.4286171, 11.7230794 46.4284771, 11.7229745 46.4283721, 11.7228383 46.4282661, 11.7225787 46.4282301, 11.7224029 46.4282725, 11.7221282 46.4284078, 11.7210936 46.4289226, 11.7204756 46.4293927, 11.7200924 46.4295384, 11.7197521 46.4295185, 11.7195875 46.4293798, 11.7195735 46.4282131, 11.719599 46.4281081, 11.7196757 46.4278629, 11.7196934 46.4278015, 11.7198697 46.42672, 11.72008 46.42538, 11.7201079 46.4250091, 11.7202051 46.4247703, 11.7203331 46.4246206, 11.7206661 46.4244219, 11.7211382 46.4241373, 11.7212364 46.4239941, 11.7212839 46.4238002, 11.7212289 46.4235889, 11.7210613 46.4233993, 11.7207708 46.4231348, 11.7206155 46.4229154, 11.7205181 46.4227267, 11.7204123 46.4218121, 11.7204391 46.4215112, 11.7206027 46.4212218, 11.7208154 46.4210037, 11.7212785 46.4208137, 11.7222121 46.4205603, 11.7224932 46.4205592, 11.722969 46.4206815, 11.723741 46.4209334, 11.7244144 46.4212211, 11.7250497 46.421506, 11.7252857 46.4215497, 11.7255875 46.4215168, 11.7258107 46.4214094, 11.7259345 46.4212936, 11.7260781 46.4210075, 11.7261073 46.4206069, 11.7261814 46.4202581, 11.7265208 46.4197896, 11.7266357 46.4195572, 11.7265828 46.4192827, 11.7264869 46.419021, 11.7261137 46.4185967, 11.7258081 46.4182953, 11.7255905 46.4181779, 11.7252389 46.4180816, 11.7241812 46.4179774, 11.7228609 46.4175893, 11.7210905 46.4172607, 11.7202528 46.4168484, 11.7180307 46.4167916, 11.7166141 46.4168291, 11.7147081 46.4170874, 11.7135177 46.4173497, 11.7132623 46.4174181, 11.7130832 46.4175489, 11.7127935 46.4178293, 11.7125616 46.4179699, 11.7122165 46.4181392, 11.7120239 46.418243, 11.7118401 46.4184386, 11.7116674 46.4185924, 11.7114748 46.4187121, 11.7111799 46.4188348, 11.710791 46.4189186, 11.7098703 46.4190672, 11.709126 46.4194724, 11.708562 46.419656, 11.7082292 46.4197883, 11.7080476 46.4198416, 11.7077889 46.4198902, 11.7074024 46.4199193, 11.7226224 46.4307002));skiing:downhill;{'piste:difficulty': 'intermediate', 'piste:ref': '1a', 'route': 'ski'}
PA_id_29901362;;;;{'minlat': 46.3549666, 'minlon': 11.4900527, 'maxlat': 46.3560794, 'maxlon': 11.4908271};POLYGON ((11.4908271 46.3549666, 11.4907992 46.3550197, 11.4907245 46.3550796, 11.4906955 46.3551029, 11.4906633 46.3551363, 11.4905405 46.3552633, 11.490499 46.3553863, 11.4904963 46.3555056, 11.4904945 46.3555834, 11.4904449 46.3557667, 11.4903505 46.3559187, 11.4902405 46.3560069, 11.4900527 46.3560794, 11.4908271 46.3549666));skiing:nordic;{'bicycle': 'yes', 'foot': 'yes', 'highway': 'track', 'piste:oneway': 'yes'}
PA_id_29904221;Pista Stadio del Fondo;;;{'minlat': 46.2812011, 'minlon': 11.513111, 'maxlat': 46.2813034, 'maxlon': 11.5131634};LINESTRING (11.513111 46.2812011, 11.5131634 46.2813034);skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29904370;Pista Ciclabile Val di Fiemme e Fassa;;;{'minlat': 46.2815825, 'minlon': 11.5152934, 'maxlat': 46.2816065, 'maxlon': 11.5158083};LINESTRING (11.5152934 46.2816065, 11.5158083 46.2815825);skiing:nordic;{'abandoned:railway': 'rail', 'foot': 'yes', 'highway': 'cycleway', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'railway': 'abandoned'}
PA_id_29905460;Pista Stadio del Fondo;;;{'minlat': 46.2782112, 'minlon': 11.5257162, 'maxlat': 46.279856, 'maxlon': 11.5265679};POLYGON ((11.5260818 46.279856, 11.5260939 46.2797878, 11.5260854 46.2797378, 11.526072 46.2796537, 11.5260671 46.2795404, 11.5261122 46.2794515, 11.5262036 46.2793967, 11.5262974 46.2793638, 11.5263985 46.2793309, 11.5264753 46.2792943, 11.5265045 46.279248, 11.5265009 46.2791968, 11.5264838 46.2790665, 11.5264339 46.278941, 11.5264107 46.2787984, 11.5264046 46.2787217, 11.5264253 46.2786498, 11.526496 46.2785584, 11.5265313 46.2785158, 11.5265679 46.2784683, 11.5265667 46.2783891, 11.5265118 46.2783452, 11.5264448 46.2783379, 11.5262755 46.278316, 11.5260838 46.2782764, 11.5259319 46.2782343, 11.5258052 46.2782112, 11.5257162 46.278227, 11.5260818 46.279856));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'advanced', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29905595;Discesa Paracara;;;{'minlat': 46.2796769, 'minlon': 11.5252715, 'maxlat': 46.2797488, 'maxlon': 11.525715};POLYGON ((11.525715 46.2796769, 11.5255018 46.2797415, 11.5252715 46.2797488, 11.525715 46.2796769));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29905904;Pista Stadio del Fondo;;;{'minlat': 46.2813034, 'minlon': 11.5131634, 'maxlat': 46.2816065, 'maxlon': 11.5152934};POLYGON ((11.5131634 46.2813034, 11.5132183 46.2813546, 11.5133328 46.281452, 11.5135009 46.2815154, 11.5136922 46.2815471, 11.5144378 46.2815593, 11.5149727 46.28158, 11.5152934 46.2816065, 11.5131634 46.2813034));skiing:nordic;{'highway': 'path', 'oneway': 'yes', 'piste:difficulty': 'intermediate', 'piste:grooming': 'classic+skating', 'ski': 'designated'}
PA_id_29906679;Pista Ciclabile Val di Fiemme e Fassa;;;{'minlat': 46.283697, 'minlon': 11.4838173, 'maxlat': 46.2856033, 'maxlon': 11.4929846};POLYGON ((11.4929846 46.2846003, 11.4929026 46.2848392, 11.4928155 46.2850633, 11.4927568 46.2851217, 11.4926206 46.2851606, 11.4922304 46.2852246, 11.4914831 46.2853368, 11.4909885 46.2853897, 11.4904195 46.2855072, 11.4897049 46.2856033, 11.489147 46.2855291, 11.4884684 46.2854914, 11.4880356 46.2854263, 11.486346 46.2852274, 11.4860809 46.2852151, 11.4859714 46.285149, 11.4856656 46.2848383, 11.4854772 46.2845718, 11.4852683 46.2843548, 11.4847834 46.2840951, 11.4843987 46.2839533, 11.4843445 46.2839294, 11.484176 46.2838548, 11.4838173 46.283697, 11.4929846 46.2846003));skiing:nordic;{'foot': 'yes', 'highway': 'cycleway', 'piste:difficulty': 'easy', 'piste:grooming': 'classic+skating'}
PA_id_29906775;Pista Ciclabile Val di Fiemme e Fassa;;;{'minlat': 46.2831472, 'minlon': 11.4801368, 'maxlat': 46.2832299, 'maxlon': 11.4807331};POLYGON ((11.4801368 46.2832299, 11.4802743 46.283219, 11.4804019 46.283184, 11.4806361 46.2831472, 11.4807331 46.2831496, 11.4801368 46.2832299));skiing:nordic;{'foot': 'yes', 'highway': 'cycleway', 'piste:difficulty': 'easy'}
