Comune,Istat,Waste type,Quantity
Sant\'Orsola Terme,4022168,Selettiva (t),2.197
Sanzeno,4022169,Selettiva (t),2.973
Sarnonico,4022170,Selettiva (t),2.978
Scurelle,4022171,Selettiva (t),4.717
Segonzano,4022172,Selettiva (t),3.243
Sfruz,4022173,Selettiva (t),1.469
Siror,4022174,Selettiva (t),6.758
Soraga,4022176,Selettiva (t),1.443
Sover,4022177,Selettiva (t),1.898
Spera,4022178,Selettiva (t),1.734
Spiazzo,4022179,Selettiva (t),2.876
Spormaggiore,4022180,Selettiva (t),2.175
Sporminore,4022181,Selettiva (t),2.187
Stenico,4022182,Selettiva (t),2.383
Storo,4022183,Selettiva (t),7.427
Strembo,4022184,Selettiva (t),1.362
Strigno,4022185,Selettiva (t),4.266
Tassullo,4022187,Selettiva (t),5.811
Telve,4022188,Selettiva (t),5.991
Telve di Sopra,4022189,Selettiva (t),1.808
Tenna,4022190,Selettiva (t),1.637
Tenno,4022191,Selettiva (t),2.198
Terlago,4022192,Selettiva (t),4.557
Terragnolo,4022193,Selettiva (t),0.929
Terres,4022194,Selettiva (t),1.025
Terzolas,4022195,Selettiva (t),1.592
Tesero,4022196,Selettiva (t),8.789
Tione di Trento,4022199,Selettiva (t),5.819
Ton,4022200,Selettiva (t),4.161
Tonadico,4022201,Selettiva (t),5.199
Torcegno,4022202,Selettiva (t),2.075
Trambileno,4022203,Selettiva (t),1.577
Transacqua,4022204,Selettiva (t),6.599
Trento,4022205,Selettiva (t),199.76
Tuenno,4022207,Selettiva (t),7.597
Valda,4022208,Selettiva (t),0.43
Valdaone,4022232,Selettiva (t),2.062
Valfloriana,4022209,Selettiva (t),1.234
Vallarsa,4022210,Selettiva (t),1.54
Varena,4022211,Selettiva (t),2.687
Vattaro,4022212,Selettiva (t),3.306
Vermiglio,4022213,Selettiva (t),3.387
Vezzano,4022215,Selettiva (t),5.272
Vignola-Falesina,4022216,Selettiva (t),0.522
Vigo di Fassa,4022217,Selettiva (t),3.667
Vigo Rendena,4022220,Selettiva (t),0.928
Vigolo Vattaro,4022219,Selettiva (t),6.244
Villa Agnedo,4022221,Selettiva (t),2.898
Villa Lagarina,4022222,Selettiva (t),8.115
Villa Rendena,4022223,Selettiva (t),1.681
Volano,4022224,Selettiva (t),7.806
Zambana,4022225,Selettiva (t),2.693
Ziano di Fiemme,4022226,Selettiva (t),5.364
Zuclo,4022227,Selettiva (t),0.602
Ala,4022001,Selettiva (t),14.129
Albiano,4022002,Selettiva (t),2.666
Aldeno,4022003,Selettiva (t),5.499
Altavalle,4022235,Selettiva (t),3.199
Altopiano Della Vigolana,4022236,Selettiva (t),11.474
Amblar-Don,4022237,Selettiva (t),2.015
Andalo,4022005,Selettiva (t),7.14
Arco,4022006,Selettiva (t),17.984
Avio,4022007,Selettiva (t),12.168
Baselga di Pine,4022009,Selettiva (t),13.213
Bedollo,4022011,Selettiva (t),3.755
Besenello,4022013,Selettiva (t),5.644
Bieno,4022015,Selettiva (t),1.431
Bleggio Superiore,4022017,Selettiva (t),3.108
Bocenago,4022018,Selettiva (t),0.889
Bondone,4022021,Selettiva (t),1.263
Borgo Chiese,4022238,Selettiva (t),3.529
Borgo Lares,4022239,Selettiva (t),1.306
Borgo Valsugana,4022022,Selettiva (t),21.909
Brentonico,4022025,Selettiva (t),8.551
Bresimo,4022026,Selettiva (t),0.819
Brez,4022027,Selettiva (t),2.575
Caderzone Terme,4022029,Selettiva (t),1.872
Cagno,4022030,Selettiva (t),1.104
Calceranica al Lago,4022032,Selettiva (t),5.414
Caldes,4022033,Selettiva (t),3.185
Caldonazzo,4022034,Selettiva (t),10.897
Calliano,4022035,Selettiva (t),1.118
Campitello di Fassa,4022036,Selettiva (t),1.728
Campodenno,4022037,Selettiva (t),4.83
Canal San Bovo,4022038,Selettiva (t),4.238
Canazei,4022039,Selettiva (t),6.402
Capriana,4022040,Selettiva (t),1.542
Carano,4022041,Selettiva (t),4.846
Carisolo,4022042,Selettiva (t),3.641
Carzano,4022043,Selettiva (t),1.597
Castel Condino,4022045,Selettiva (t),0.426
Castel Ivano,4022240,Selettiva (t),10.445
Castelfondo,4022046,Selettiva (t),2.172
Castello Tesino,4022048,Selettiva (t),4.686
Castello-Molina di Fiemme,4022047,Selettiva (t),6.482
Castelnuovo,4022049,Selettiva (t),3.292
Cavalese,4022050,Selettiva (t),13.791
Cavareno,4022051,Selettiva (t),4.415
Cavedago,4022052,Selettiva (t),1.195
Cavedine,4022053,Selettiva (t),5.429
Cavizzana,4022054,Selettiva (t),0.692
Cembra Lisignago,4022241,Selettiva (t),4.423
Cimone,4022058,Selettiva (t),1.299
Cinte Tesino,4022059,Selettiva (t),1.263
Cis,4022060,Selettiva (t),0.986
Civezzano,4022061,Selettiva (t),8.779
Cles,4022062,Selettiva (t),22.224
Cloz,4022063,Selettiva (t),2.282
Comano Terme,4022228,Selettiva (t),6.667
Commezzadura,4022064,Selettiva (t),2.206
Conta\',4022242,Selettiva (t),4.771
Croviana,4022068,Selettiva (t),3.579
Daiano,4022070,Selettiva (t),1.97
Dambel,4022071,Selettiva (t),1.4
Denno,4022074,Selettiva (t),4.108
Dimaro Folgarida,4022233,Selettiva (t),4.796
Drena,4022078,Selettiva (t),0.761
Dro,4022079,Selettiva (t),7.705
Faedo,4022080,Selettiva (t),1.224
Fai della Paganella,4022081,Selettiva (t),2.759
Fiave,4022083,Selettiva (t),2.065
Fierozzo,4022085,Selettiva (t),1.371
Folgaria,4022087,Selettiva (t),5.93
Fondo,4022088,Selettiva (t),5.444
Fornace,4022089,Selettiva (t),2.989
Frassilongo,4022090,Selettiva (t),0.785
Garniga Terme,4022091,Selettiva (t),0.783
Giovo,4022092,Selettiva (t),4.639
Giustino,4022093,Selettiva (t),2.046
Grigno,4022095,Selettiva (t),6.902
Imer,4022097,Selettiva (t),3.14
Isera,4022098,Selettiva (t),6.494
Lavarone,4022102,Selettiva (t),3.358
Lavis,4022103,Selettiva (t),16.274
Ledro,4022229,Selettiva (t),8.238
Levico Terme,4022104,Selettiva (t),12.114
Livo,4022106,Selettiva (t),2.69
Lona-Lases,4022108,Selettiva (t),1.61
Luserna,4022109,Selettiva (t),0.683
Madruzzo,4022243,Selettiva (t),5.296
Male,4022110,Selettiva (t),3.781
Malosco,4022111,Selettiva (t),2.056
Massimeno,4022112,Selettiva (t),0.243
Mazzin,4022113,Selettiva (t),0.96
Mezzana,4022114,Selettiva (t),3.046
Mezzano,4022115,Selettiva (t),4.421
Mezzocorona,4022116,Selettiva (t),10.046
Mezzolombardo,4022117,Selettiva (t),12.865
Moena,4022118,Selettiva (t),5.269
Molveno,4022120,Selettiva (t),4.522
Mori,4022123,Selettiva (t),15.191
Nago-Torbole,4022124,Selettiva (t),2.14
Nave San Rocco,4022126,Selettiva (t),2.521
Nogaredo,4022127,Selettiva (t),3.354
Nomi,4022128,Selettiva (t),2.219
Novaledo,4022129,Selettiva (t),3.425
Ospedaletto,4022130,Selettiva (t),2.541
Ossana,4022131,Selettiva (t),3.479
Palu del Fersina,4022133,Selettiva (t),0.33
Panchia ,4022134,Selettiva (t),2.495
Peio,4022136,Selettiva (t),4.081
Pellizzano,4022137,Selettiva (t),2.686
Pelugo,4022138,Selettiva (t),0.758
Pergine Valsugana,4022139,Selettiva (t),57.128
Pieve Di Bono-Prezzo,4022234,Selettiva (t),2.589
Pieve Tesino,4022142,Selettiva (t),2.615
Pinzolo,4022143,Selettiva (t),14.158
Pomarolo,4022144,Selettiva (t),4.198
Porte Di Rendena,4022244,Selettiva (t),3.307
Pozza di Fassa,4022145,Selettiva (t),4.356
Predaia,4022230,Selettiva (t),23.68
Predazzo,4022147,Selettiva (t),14.539
Primiero San Martino Di Castrozza,4022245,Selettiva (t),20.901
Rabbi,4022150,Selettiva (t),4.598
Revo,4022152,Selettiva (t),4.031
Riva del Garda,4022153,Selettiva (t),16.398
Romallo,4022154,Selettiva (t),1.996
Romeno,4022155,Selettiva (t),5.202
Roncegno Terme,4022156,Selettiva (t),9.843
Ronchi Valsugana,4022157,Selettiva (t),1.383
Ronzo-Chienis,4022135,Selettiva (t),1.988
Ronzone,4022159,Selettiva (t),2.567
Rovere della Luna,4022160,Selettiva (t),2.935
Rovereto,4022161,Selettiva (t),67.017
Ruffre-Mendola,4022162,Selettiva (t),1.943
Rumo,4022163,Selettiva (t),3.03
Sagron Mis,4022164,Selettiva (t),0.573
Samone,4022165,Selettiva (t),1.725
San Lorenzo Dorsino,4022231,Selettiva (t),3.474
San Michele all\'Adige,4022167,Selettiva (t),5.643
Sant\'Orsola Terme,4022168,Selettiva (t),1.822
Sanzeno,4022169,Selettiva (t),3.03
Sarnonico,4022170,Selettiva (t),3.193
Scurelle,4022171,Selettiva (t),4.536
Segonzano,4022172,Selettiva (t),2.874
Sella Giudicarie,4022246,Selettiva (t),5.951
Sfruz,4022173,Selettiva (t),1.502
Soraga,4022176,Selettiva (t),2.139
Sover,4022177,Selettiva (t),1.61
Spiazzo,4022179,Selettiva (t),3.17
Spormaggiore,4022180,Selettiva (t),2.477
Sporminore,4022181,Selettiva (t),2.281
Stenico,4022182,Selettiva (t),2.662
Storo,4022183,Selettiva (t),8.223
Strembo,4022184,Selettiva (t),1.509
Telve,4022188,Selettiva (t),6.453
Telve di Sopra,4022189,Selettiva (t),1.83
Tenna,4022190,Selettiva (t),1.364
Tenno,4022191,Selettiva (t),2.043
Terragnolo,4022193,Selettiva (t),0.726
Terzolas,4022195,Selettiva (t),2.464
Tesero,4022196,Selettiva (t),9.152
Tione di Trento,4022199,Selettiva (t),6.442
Ton,4022200,Selettiva (t),4.217
Torcegno,4022202,Selettiva (t),2.268
Trambileno,4022203,Selettiva (t),1.587
Tre Ville,4022247,Selettiva (t),3.883
Trento,4022205,Selettiva (t),186.926
Valdaone,4022232,Selettiva (t),2.241
Valfloriana,4022209,Selettiva (t),1.224
Vallarsa,4022210,Selettiva (t),1.479
Vallelaghi,4022248,Selettiva (t),9.423
Varena,4022211,Selettiva (t),2.753
Vermiglio,4022213,Selettiva (t),3.787
Vignola-Falesina,4022216,Selettiva (t),0.557
Vigo di Fassa,4022217,Selettiva (t),2.609
Villa d\'Anaunia,4022249,Selettiva (t),15.662
Villa Lagarina,4022222,Selettiva (t),8.342
Volano,4022224,Selettiva (t),7.177
Zambana,4022225,Selettiva (t),3.19
Ziano di Fiemme,4022226,Selettiva (t),5.619
Ala,4022001,Selettiva (t),15.601
Albiano,4022002,Selettiva (t),2.399
Aldeno,4022003,Selettiva (t),4.949
Altavalle,4022235,Selettiva (t),2.879
Altopiano Della Vigolana,4022236,Selettiva (t),15.8
Amblar-Don,4022237,Selettiva (t),1.786
Andalo,4022005,Selettiva (t),6.425
Arco,4022006,Selettiva (t),20.961
Avio,4022007,Selettiva (t),9.386
Baselga di Pine,4022009,Selettiva (t),17.069
Bedollo,4022011,Selettiva (t),4.683
Besenello,4022013,Selettiva (t),4.9
Bieno,4022015,Selettiva (t),1.374
Bleggio Superiore,4022017,Selettiva (t),2.606
Bocenago,4022018,Selettiva (t),0.747
Bondone,4022021,Selettiva (t),1.059
Borgo Chiese,4022238,Selettiva (t),2.961
Borgo Lares,4022239,Selettiva (t),1.097
Borgo Valsugana,4022022,Selettiva (t),12.639
Brentonico,4022025,Selettiva (t),8.02
Bresimo,4022026,Selettiva (t),0.727
Brez,4022027,Selettiva (t),2.283
Caderzone Terme,4022029,Selettiva (t),1.568
Cagno,4022030,Selettiva (t),0.978
Calceranica al Lago,4022032,Selettiva (t),5.426
Caldes,4022033,Selettiva (t),2.506
Caldonazzo,4022034,Selettiva (t),10.95
Calliano,4022035,Selettiva (t),0.842
Campitello di Fassa,4022036,Selettiva (t),0.89
Campodenno,4022037,Selettiva (t),4.283
Canal San Bovo,4022038,Selettiva (t),4.613
Canazei,4022039,Selettiva (t),7.139
Capriana,4022040,Selettiva (t),1.578
Carano,4022041,Selettiva (t),4.957
Carisolo,4022042,Selettiva (t),3.051
Carzano,4022043,Selettiva (t),1.809
Castel Condino,4022045,Selettiva (t),0.358
Castel Ivano,4022240,Selettiva (t),10.532
Castelfondo,4022046,Selettiva (t),1.928
Castello Tesino,4022048,Selettiva (t),5.129
Castello-Molina di Fiemme,4022047,Selettiva (t),6.637
Castelnuovo,4022049,Selettiva (t),3.111
Cavalese,4022050,Selettiva (t),14.117
Cavareno,4022051,Selettiva (t),3.916
Cavedago,4022052,Selettiva (t),1.076
Cavedine,4022053,Selettiva (t),4.887
Cavizzana,4022054,Selettiva (t),0.546
Cembra Lisignago,4022241,Selettiva (t),3.979
Cimone,4022058,Selettiva (t),1.169
Cinte Tesino,4022059,Selettiva (t),0.902
Cis,4022060,Selettiva (t),0.875
Civezzano,4022061,Selettiva (t),9.618
Cles,4022062,Selettiva (t),19.714
Cloz,4022063,Selettiva (t),2.026
Comano Terme,4022228,Selettiva (t),5.589
Commezzadura,4022064,Selettiva (t),2.088
Conta\',4022242,Selettiva (t),4.233
Croviana,4022068,Selettiva (t),2.846
Daiano,4022070,Selettiva (t),2.015
Dambel,4022071,Selettiva (t),1.243
Denno,4022074,Selettiva (t),3.643
Dimaro Folgarida,4022233,Selettiva (t),4.626
Drena,4022078,Selettiva (t),0.785
Dro,4022079,Selettiva (t),8.146
Faedo,4022080,Selettiva (t),1.101
Fai della Paganella,4022081,Selettiva (t),2.483
Fiave,4022083,Selettiva (t),1.732
Fierozzo,4022085,Selettiva (t),1.245
Folgaria,4022087,Selettiva (t),6.842
Fondo,4022088,Selettiva (t),4.83
Fornace,4022089,Selettiva (t),3.358
Frassilongo,4022090,Selettiva (t),1.022
Garniga Terme,4022091,Selettiva (t),0.703
Giovo,4022092,Selettiva (t),4.175
Giustino,4022093,Selettiva (t),1.715
Grigno,4022095,Selettiva (t),4.763
Imer,4022097,Selettiva (t),2.604
Isera,4022098,Selettiva (t),6.502
Lavarone,4022102,Selettiva (t),4.428
Lavis,4022103,Selettiva (t),14.654
Ledro,4022229,Selettiva (t),9.589
Levico Terme,4022104,Selettiva (t),14.514
Livo,4022106,Selettiva (t),2.386
Lona-Lases,4022108,Selettiva (t),1.449
Luserna,4022109,Selettiva (t),0.94
Madruzzo,4022243,Selettiva (t),4.768
Male,4022110,Selettiva (t),3.272
Malosco,4022111,Selettiva (t),1.823
Massimeno,4022112,Selettiva (t),0.203
Mazzin,4022113,Selettiva (t),2.04
Mezzana,4022114,Selettiva (t),2.161
Mezzano,4022115,Selettiva (t),3.509
Mezzocorona,4022116,Selettiva (t),9.042
Mezzolombardo,4022117,Selettiva (t),11.579
Moena,4022118,Selettiva (t),5.303
Molveno,4022120,Selettiva (t),4.069
Mori,4022123,Selettiva (t),17.29
Nago-Torbole,4022124,Selettiva (t),2.845
Nave San Rocco,4022126,Selettiva (t),2.267
Nogaredo,4022127,Selettiva (t),2.835
Nomi,4022128,Selettiva (t),1.523
Novaledo,4022129,Selettiva (t),2.351
Ospedaletto,4022130,Selettiva (t),1.706
Ossana,4022131,Selettiva (t),3.003
Palu del Fersina,4022133,Selettiva (t),0.564
Panchia ,4022134,Selettiva (t),2.551
Peio,4022136,Selettiva (t),3.566
Pellizzano,4022137,Selettiva (t),2.1
Pelugo,4022138,Selettiva (t),0.633
Pergine Valsugana,4022139,Selettiva (t),66.087
Pieve Di Bono-Prezzo,4022234,Selettiva (t),2.171
Pieve Tesino,4022142,Selettiva (t),1.897
Pinzolo,4022143,Selettiva (t),11.871
Pomarolo,4022144,Selettiva (t),3.883
Porte Di Rendena,4022244,Selettiva (t),2.772
Pozza di Fassa,4022145,Selettiva (t),5.964
Predaia,4022230,Selettiva (t),20.996
Predazzo,4022147,Selettiva (t),14.884
Primiero San Martino Di Castrozza,4022245,Selettiva (t),26.387
Rabbi,4022150,Selettiva (t),3.233
Revo,4022152,Selettiva (t),3.577
Riva del Garda,4022153,Selettiva (t),22.532
Romallo,4022154,Selettiva (t),1.77
Romeno,4022155,Selettiva (t),4.614
Roncegno Terme,4022156,Selettiva (t),6.639
Ronchi Valsugana,4022157,Selettiva (t),1.421
Ronzo-Chienis,4022135,Selettiva (t),1.23
Ronzone,4022159,Selettiva (t),2.277
Rovere della Luna,4022160,Selettiva (t),2.641
Rovereto,4022161,Selettiva (t),73.914
Ruffre-Mendola,4022162,Selettiva (t),1.727
Rumo,4022163,Selettiva (t),2.688
Sagron Mis,4022164,Selettiva (t),0.55
Samone,4022165,Selettiva (t),1.422
San Lorenzo Dorsino,4022231,Selettiva (t),2.911
San Michele all\'Adige,4022167,Selettiva (t),5.08
Sant\'Orsola Terme,4022168,Selettiva (t),2.428
Sanzeno,4022169,Selettiva (t),2.688
Sarnonico,4022170,Selettiva (t),2.832
Scurelle,4022171,Selettiva (t),5.177
Segonzano,4022172,Selettiva (t),2.585
Sella Giudicarie,4022246,Selettiva (t),4.991
Sfruz,4022173,Selettiva (t),1.333
Soraga,4022176,Selettiva (t),0.942
Sover,4022177,Selettiva (t),1.449
Spiazzo,4022179,Selettiva (t),2.658
Spormaggiore,4022180,Selettiva (t),2.227
Sporminore,4022181,Selettiva (t),2.021
Stenico,4022182,Selettiva (t),2.233
Storo,4022183,Selettiva (t),6.894
Strembo,4022184,Selettiva (t),1.266
Telve,4022188,Selettiva (t),5.801
Telve di Sopra,4022189,Selettiva (t),2.255
Tenna,4022190,Selettiva (t),1.548
Tenno,4022191,Selettiva (t),2.946
Terragnolo,4022193,Selettiva (t),0.486
Terzolas,4022195,Selettiva (t),1.906
Tesero,4022196,Selettiva (t),9.366
Tione di Trento,4022199,Selettiva (t),5.4
Ton,4022200,Selettiva (t),3.74
Torcegno,4022202,Selettiva (t),1.988
Trambileno,4022203,Selettiva (t),0.558
Tre Ville,4022247,Selettiva (t),3.256
Trento,4022205,Selettiva (t),180.683
Valdaone,4022232,Selettiva (t),1.878
Valfloriana,4022209,Selettiva (t),1.253
Vallarsa,4022210,Selettiva (t),0.999
Vallelaghi,4022248,Selettiva (t),8.482
Varena,4022211,Selettiva (t),2.819
Vermiglio,4022213,Selettiva (t),3.364
Vignola-Falesina,4022216,Selettiva (t),0.651
Vigo di Fassa,4022217,Selettiva (t),3.842
Villa d\'Anaunia,4022249,Selettiva (t),13.893
Villa Lagarina,4022222,Selettiva (t),9.758
Volano,4022224,Selettiva (t),7.596
Zambana,4022225,Selettiva (t),2.869
Ziano di Fiemme,4022226,Selettiva (t),5.751
Ala,4022001,Selettiva (t),14.822
Albiano,4022002,Selettiva (t),1.883
Aldeno,4022003,Selettiva (t),4.024
Altavalle,4022235,Selettiva (t),2.228
Altopiano Della Vigolana,4022236,Selettiva (t),12.222
Amblar-Don,4022237,Selettiva (t),2.049
Andalo,4022005,Selettiva (t),5.308
Arco,4022006,Selettiva (t),16.524
Avio,4022007,Selettiva (t),7.657
Baselga di Pine,4022009,Selettiva (t),14.461
Bedollo,4022011,Selettiva (t),3.983
Besenello,4022013,Selettiva (t),5.055
Bieno,4022015,Selettiva (t),1.334
Bleggio Superiore,4022017,Selettiva (t),3.495
Bocenago,4022018,Selettiva (t),1.104
Bondone,4022021,Selettiva (t),1.438
Borgo Chiese,4022238,Selettiva (t),4.084
Borgo Lares,4022239,Selettiva (t),1.457
Borgo Valsugana,4022022,Selettiva (t),14.448
Brentonico,4022025,Selettiva (t),7.192
Bresimo,4022026,Selettiva (t),0.821
Brez,4022027,Selettiva (t),2.52
Caderzone Terme,4022029,Selettiva (t),2.051
Cagno,4022030,Selettiva (t),1.055
Calceranica al Lago,4022032,Selettiva (t),5.274
Caldes,4022033,Selettiva (t),1.957
Caldonazzo,4022034,Selettiva (t),10.041
Calliano,4022035,Selettiva (t),1.126
Campitello di Fassa,4022036,Selettiva (t),0.985
Campodenno,4022037,Selettiva (t),4.647
Canal San Bovo,4022038,Selettiva (t),3.934
Canazei,4022039,Selettiva (t),8.668
Capriana,4022040,Selettiva (t),1.626
Carano,4022041,Selettiva (t),5.092
Carisolo,4022042,Selettiva (t),4.19
Carzano,4022043,Selettiva (t),2.068
Castel Condino,4022045,Selettiva (t),0.482
Castel Ivano,4022240,Selettiva (t),10.771
Castelfondo,4022046,Selettiva (t),2.108
Castello Tesino,4022048,Selettiva (t),5.372
Castello-Molina di Fiemme,4022047,Selettiva (t),7.071
Castelnuovo,4022049,Selettiva (t),3.194
Cavalese,4022050,Selettiva (t),14.933
Cavareno,4022051,Selettiva (t),4.375
Cavedago,4022052,Selettiva (t),0.868
Cavedine,4022053,Selettiva (t),3.844
Cavizzana,4022054,Selettiva (t),0.446
Cembra Lisignago,4022241,Selettiva (t),3.067
Cimone,4022058,Selettiva (t),0.894
Cinte Tesino,4022059,Selettiva (t),0.871
Cis,4022060,Selettiva (t),0.99
Civezzano,4022061,Selettiva (t),9.438
Cles,4022062,Selettiva (t),22.06
Cloz,4022063,Selettiva (t),2.135
Comano Terme,4022228,Selettiva (t),7.604
Commezzadura,4022064,Selettiva (t),1.758
Conta\',4022242,Selettiva (t),4.655
Croviana,4022068,Selettiva (t),1.991
Daiano,4022070,Selettiva (t),2.161
Dambel,4022071,Selettiva (t),1.368
Denno,4022074,Selettiva (t),3.848
Dimaro Folgarida,4022233,Selettiva (t),3.425
Drena,4022078,Selettiva (t),0.506
Dro,4022079,Selettiva (t),4.364
Faedo,4022080,Selettiva (t),0.887
Fai della Paganella,4022081,Selettiva (t),2.092
Fiave,4022083,Selettiva (t),2.333
Fierozzo,4022085,Selettiva (t),1.155
Folgaria,4022087,Selettiva (t),5.834
Fondo,4022088,Selettiva (t),5.573
Fornace,4022089,Selettiva (t),3.077
Frassilongo,4022090,Selettiva (t),0.976
Garniga Terme,4022091,Selettiva (t),0.573
Giovo,4022092,Selettiva (t),3.265
Giustino,4022093,Selettiva (t),2.377
Grigno,4022095,Selettiva (t),5.065
Imer,4022097,Selettiva (t),3.023
Isera,4022098,Selettiva (t),6.386
Lavarone,4022102,Selettiva (t),3.2
Lavis,4022103,Selettiva (t),11.59
Ledro,4022229,Selettiva (t),6.339
Levico Terme,4022104,Selettiva (t),25.099
Livo,4022106,Selettiva (t),2.53
Lona-Lases,4022108,Selettiva (t),1.104
Luserna,4022109,Selettiva (t),0.581
Madruzzo,4022243,Selettiva (t),3.768
Male,4022110,Selettiva (t),2.984
Malosco,4022111,Selettiva (t),2.047
Massimeno,4022112,Selettiva (t),0.306
Mazzin,4022113,Selettiva (t),0.862
Mezzana,4022114,Selettiva (t),2.1
Mezzano,4022115,Selettiva (t),4.214
Mezzocorona,4022116,Selettiva (t),7.065
Mezzolombardo,4022117,Selettiva (t),9.132
Moena,4022118,Selettiva (t),6.527
Molveno,4022120,Selettiva (t),3.311
Mori,4022123,Selettiva (t),16.444
Nago-Torbole,4022124,Selettiva (t),4.137
Nave San Rocco,4022126,Selettiva (t),1.746
Nogaredo,4022127,Selettiva (t),2.274
Nomi,4022128,Selettiva (t),1.577
Novaledo,4022129,Selettiva (t),2.694
Ospedaletto,4022130,Selettiva (t),1.799
Ossana,4022131,Selettiva (t),3.706
Palu del Fersina,4022133,Selettiva (t),0.427
Panchia ,4022134,Selettiva (t),2.705
Peio,4022136,Selettiva (t),3.408
Pellizzano,4022137,Selettiva (t),1.986
Pelugo,4022138,Selettiva (t),0.821
Pergine Valsugana,4022139,Selettiva (t),50.851
Pieve Di Bono-Prezzo,4022234,Selettiva (t),2.927
Pieve Tesino,4022142,Selettiva (t),1.788
Pinzolo,4022143,Selettiva (t),16.861
Pomarolo,4022144,Selettiva (t),3.465
Porte Di Rendena,4022244,Selettiva (t),3.741
Predaia,4022230,Selettiva (t),23.436
Predazzo,4022147,Selettiva (t),15.707
Primiero San Martino Di Castrozza,4022245,Selettiva (t),20.297
Rabbi,4022150,Selettiva (t),2.921
Revo,4022152,Selettiva (t),4.013
Riva del Garda,4022153,Selettiva (t),18.398
Romallo,4022154,Selettiva (t),1.963
Romeno,4022155,Selettiva (t),5.14
Roncegno Terme,4022156,Selettiva (t),7.373
Ronchi Valsugana,4022157,Selettiva (t),1.317
Ronzo-Chienis,4022135,Selettiva (t),2.081
Ronzone,4022159,Selettiva (t),2.542
Rovere della Luna,4022160,Selettiva (t),2.137
Rovereto,4022161,Selettiva (t),74.447
Ruffre-Mendola,4022162,Selettiva (t),1.948
Rumo,4022163,Selettiva (t),2.925
Sagron Mis,4022164,Selettiva (t),0.519
Samone,4022165,Selettiva (t),1.306
San Lorenzo Dorsino,4022231,Selettiva (t),3.921
San Michele all\'Adige,4022167,Selettiva (t),4.126
Sant\'Orsola Terme,4022168,Selettiva (t),2.649
Sanzeno,4022169,Selettiva (t),3.028
Sarnonico,4022170,Selettiva (t),3.133
Scurelle,4022171,Selettiva (t),5.031
Segonzano,4022172,Selettiva (t),1.993
Sella Giudicarie,4022246,Selettiva (t),6.757
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Selettiva (t),10.185
Sfruz,4022173,Selettiva (t),1.583
Soraga,4022176,Selettiva (t),1.542
Sover,4022177,Selettiva (t),1.111
Spiazzo,4022179,Selettiva (t),3.606
Spormaggiore,4022180,Selettiva (t),1.74
Sporminore,4022181,Selettiva (t),2.233
Stenico,4022182,Selettiva (t),3.028
Storo,4022183,Selettiva (t),9.162
Strembo,4022184,Selettiva (t),1.735
Telve,4022188,Selettiva (t),5.136
Telve di Sopra,4022189,Selettiva (t),1.913
Tenna,4022190,Selettiva (t),2.616
Tenno,4022191,Selettiva (t),1.882
Terragnolo,4022193,Selettiva (t),0.505
Terzolas,4022195,Selettiva (t),1.513
Tesero,4022196,Selettiva (t),10.016
Tione di Trento,4022199,Selettiva (t),7.398
Ton,4022200,Selettiva (t),4.098
Torcegno,4022202,Selettiva (t),1.74
Trambileno,4022203,Selettiva (t),1.002
Tre Ville,4022247,Selettiva (t),4.483
Trento,4022205,Selettiva (t),199.229
Valdaone,4022232,Selettiva (t),2.499
Valfloriana,4022209,Selettiva (t),1.285
Vallarsa,4022210,Selettiva (t),1.66
Vallelaghi,4022248,Selettiva (t),6.589
Varena,4022211,Selettiva (t),2.972
Vermiglio,4022213,Selettiva (t),3.245
Vignola-Falesina,4022216,Selettiva (t),0.59
Villa d\'Anaunia,4022249,Selettiva (t),15.233
Villa Lagarina,4022222,Selettiva (t),8.682
Volano,4022224,Selettiva (t),7.295
Zambana,4022225,Selettiva (t),2.209
Ziano di Fiemme,4022226,Selettiva (t),6.091
Ala,4022001,Selettiva (t),15.826
Albiano,4022002,Selettiva (t),2.737
Aldeno,4022003,Selettiva (t),5.789
Altavalle,4022235,Selettiva (t),3.214
Altopiano Della Vigolana,4022236,Selettiva (t),15.2
Amblar-Don,4022237,Selettiva (t),2.165
Andalo,4022005,Selettiva (t),7.687
Arco,4022006,Selettiva (t),28.189
Avio,4022007,Selettiva (t),8.491
